key,0,1
44,"TEXT_BANSYL106_01262_TODO_20","空欄"
45,"TEXT_BANSYL106_01262_TODO_21","空欄"
46,"TEXT_BANSYL106_01262_TODO_22","空欄"
47,"TEXT_BANSYL106_01262_TODO_23",""
48,"TEXT_BANSYL106_01262_TONAXIA_000_000","壞風精靈們好像正準備在風精靈領深處搞什麼儀式呼啾。"
49,"TEXT_BANSYL106_01262_TONAXIA_000_001","空欄"
50,"TEXT_BANSYL106_01262_TONAXIA_000_002","他們肯定有什麼不好的企圖呼啾……<hex:02100103>所以我想要妨礙他們舉行儀式呼啾。<hex:02100103>希望你能來幫忙，我們也會協助你的呼啾。"
51,"TEXT_BANSYL106_01262_TONAXIA_000_003","我的夥伴「神秘的風精靈」會給你施加「隱身咒文」，<hex:02100103>希望你能偷偷地去把<hex:02280CFF05>EObj<hex:F61E90830103>取來呼啾。"
52,"TEXT_BANSYL106_01262_ZEXIA_000_010","你就是來幫忙的冒險者嗎呼啾？<hex:02100103>我這就給你施加隱身咒文，<hex:02100103>請你去取來<hex:02280CFF05>EObj<hex:F61E90830103>呼啾。"
53,"TEXT_BANSYL106_01262_ZEXIA_000_011","東西就在百靈啼的深處呼啾。<hex:02100103>如果途中隱身咒文要失效的話，<hex:02100103>你就去找<hex:02280CFF05>EObj<hex:F61E90870103>呼啾。"
54,"TEXT_BANSYL106_01262_ZEXIA_000_012","花蜜的香氣擁有恢復隱身咒文效果的力量呼啾。<hex:02100103>你可要記住了呼啾。"
55,"TEXT_BANSYL106_01262_TONAXIA_000_020","<hex:02280CFF05>EObj<hex:F61E90830103>就在百靈啼呼啾。<hex:02100103>要去的時候可別忘了隱身咒文哦呼啾。"
56,"TEXT_BANSYL106_01262_DECRIPT_000_001","被施加了隱身咒文，進入了透明狀態。<hex:02100103>不要被壞風精靈發現，在限制時間內獲取百靈啼的<hex:02280CFF05>EObj<hex:F61E90830103>。"
57,"TEXT_BANSYL106_01262_DECRIPT_000_002","透明狀態的持續時間是35秒。<hex:02100103>可持續時間結束的話，就會無法達成任務目標。<hex:02100103>需要再次和神秘的風精靈對話，重新開始挑戰。"
58,"TEXT_BANSYL106_01262_DECRIPT_000_003","透明狀態的可持續時間剩餘不多時，<hex:02100103>可以接觸路上的<hex:02280CFF05>EObj<hex:F61E90870103>，<hex:02100103>恢復透明狀態的持續時間。"
59,"TEXT_BANSYL106_01262_ZEXIA_000_030","<hex:02280CFF05>EObj<hex:F61E90870103>擁有恢復隱身咒文效果的力量呼啾。<hex:02100103>你可要記住了呼啾。"
60,"TEXT_BANSYL106_01262_RECOVER_000_001","透明狀態效果時間延長了！"
61,"TEXT_BANSYL106_01262_NOTRECOVER_000_001","不在透明狀態的話就不能進行任務了。<hex:02100103>再次和神秘的風精靈對話，進入透明狀態。"
62,"TEXT_BANSYL106_01262_GUARD_000_001","(-壞風精靈-)可疑的傢伙呼啾！<hex:02100103>不會把這個交給你的呼啾！"
63,"TEXT_BANSYL106_01262_GUARD_000_002","(-壞風精靈-)哇啊，東西不見了呼啾？<hex:02100103>不、不找回來的話會被罵的呼啾！"
64,"TEXT_BANSYL106_01262_TONAXIA_000_040","你回來啦呼啾！<hex:02100103>你把<hex:02280CFF05>EObj<hex:F61E90830103>帶回來了吧呼啾？"
65,"TEXT_BANSYL106_01262_TONAXIA_000_041","就是這個呼啾。謝謝你呼啾！<hex:02100103>這肯定能阻止儀式的進行了呼啾。<hex:02100103>今後也請你多多幫忙呼啾。"
