key,0,1
44,"TEXT_BANSYL104_01260_TODO_20","空欄"
45,"TEXT_BANSYL104_01260_TODO_21","空欄"
46,"TEXT_BANSYL104_01260_TODO_22","空欄"
47,"TEXT_BANSYL104_01260_TODO_23",""
48,"TEXT_BANSYL104_01260_TONAXIA_000_000","糟、糟糕了呼啾！<hex:02100103>因為壞風精靈們的惡作劇，<hex:02100103>我的夥伴被抓住了呼啾！"
49,"TEXT_BANSYL104_01260_TONAXIA_000_001","那些傢伙也太過分了呼啾！<hex:02100103>居然唆使<hex:02280CFF05>EObj<hex:F61E911D0103>把我的夥伴給捉了起來呼啾！"
50,"TEXT_BANSYL104_01260_TONAXIA_000_002","總之，必須要趕快救出我的夥伴，<hex:02100103>不然不知道還會被壞風精靈們做什麼呼啾！<hex:02100103>請你來幫我吧呼啾！"
51,"TEXT_BANSYL104_01260_TONAXIA_000_003","<hex:02280CFF05>EObj<hex:F61E911D0103>很害怕<hex:022811FF0A>EventItem<hex:F61E891A0103>呼啾。<hex:02100103>你可以在<hex:02280CFF05>EObj<hex:F61E91150103>上取到<hex:022811FF0A>EventItem<hex:F61E891A0103>，<hex:02100103>請去救救我的夥伴呼啾！"
52,"TEXT_BANSYL104_01260_TONAXIA_000_010","你可以在<hex:02280CFF05>EObj<hex:F61E91150103>上取到<hex:022811FF0A>EventItem<hex:F61E891A0103>，<hex:02100103>請將它對<hex:02280CFF05>EObj<hex:F61E911D0103>使用，<hex:02100103>救救我被捉起來的夥伴呼啾！"
53,"TEXT_BANSYL104_01260_SYLPHA_000_020","呼啊，得救了呼啾！<hex:02100103>我還以為就會被這麼溶化掉，<hex:02100103>變成森林特產蔬菜呢呼啾！"
54,"TEXT_BANSYL104_01260_SYLPHA_000_021","氣死我了！好不甘心呼啾！<hex:02100103>這些壞風精靈！<hex:02100103>我一定要想一個嚇人的惡作劇報復你們呼啾！"
55,"TEXT_BANSYL104_01260_SYLPHA_000_022","呼，謝謝你呼啾！<hex:02100103><hex:02280CFF05>EObj<hex:F61E911D0103>的裡面黏乎乎的，<hex:02100103>感覺糟透了呼啾！"
56,"TEXT_BANSYL104_01260_TONAXIA_000_030","多謝你幫忙呼啾！<hex:02100103>大家都平安真是太好了呼啾！<hex:02100103>要是沒有你在可就糟糕了呼啾！"
57,"TEXT_BANSYL104_01260_TONAXIA_000_031","冒險者真是可靠呼啾。<hex:02100103>能有你這樣的朋友真是太幸運了呼啾。<hex:02100103>今後也讓我們友好相處吧呼啾。"
