key,0,1
28,"TEXT_GAIUSC307_00974_TODO_04","<hex:024804F2021503><hex:024904F2021603><hex:0212024003>本任務已經過調整 建議放棄本任務<hex:02100103>前往小麥酒港找西艾娜重新領取<hex:0249020103><hex:0248020103>"
29,"TEXT_GAIUSC307_00974_TODO_05","無"
30,"TEXT_GAIUSC307_00974_TODO_06","無"
31,"TEXT_GAIUSC307_00974_TODO_07","無"
32,"TEXT_GAIUSC307_00974_TODO_08","無"
33,"TEXT_GAIUSC307_00974_TODO_09","無"
34,"TEXT_GAIUSC307_00974_TODO_10","無"
35,"TEXT_GAIUSC307_00974_TODO_11","無"
36,"TEXT_GAIUSC307_00974_TODO_12","無"
37,"TEXT_GAIUSC307_00974_TODO_13","無"
38,"TEXT_GAIUSC307_00974_TODO_14","無"
39,"TEXT_GAIUSC307_00974_TODO_15","無"
40,"TEXT_GAIUSC307_00974_TODO_16","無"
41,"TEXT_GAIUSC307_00974_TODO_17","無"
42,"TEXT_GAIUSC307_00974_TODO_18","無"
43,"TEXT_GAIUSC307_00974_TODO_19","無"
44,"TEXT_GAIUSC307_00974_TODO_20","無"
45,"TEXT_GAIUSC307_00974_TODO_21","無"
46,"TEXT_GAIUSC307_00974_TODO_22","無"
47,"TEXT_GAIUSC307_00974_TODO_23","無"
48,"TEXT_GAIUSC307_00974_MAERWYNN_000_000","嗯……<hex:022811FF0A>EventItem<hex:F61E87700103>那頁在……有了。<hex:02100103><hex:02280FFF09>BNpcName<hex:F207BD0103>的核心——<hex:022811FF0A>EventItem<hex:F61E88220103>，<hex:02100103>就是用這種石頭做成的。"
49,"TEXT_GAIUSC307_00974_MAERWYNN_000_001","但其必須要用<hex:02280CFF05>EObj<hex:F61E8D120103>的光輝施以淨化，才能變回原樣。<hex:02100103><hex:02280FFF09>BNpcName<hex:F207BD0103>出沒在百靈啼的泉水附近。<hex:02100103>你要是想要的話，就去走一趟吧。"
50,"TEXT_GAIUSC307_00974_TODO_000_010","在指定地點等待，打倒出現的魔像，獲得珠石"
51,"TEXT_GAIUSC307_00974_TODO_000_020","對鯊肌岩使用珠石，做成<hex:022811FF0A>EventItem<hex:F61E87700103>"
52,"TEXT_GAIUSC307_00974_TIGGY_000_030","光芒、籠罩、石頭！<hex:02100103>能做成、漂亮石頭！"
53,"TEXT_GAIUSC307_00974_TIGGY_000_035","成功了！漂亮石頭、做成了！<hex:02100103>漂亮石頭、看起來真好吃！"
54,"TEXT_GAIUSC307_00974_TIGGY_000_036","你去將漂亮石頭、放到、提吉的家中！<hex:02100103>格吉、肯定會、出現的！"
55,"TEXT_GAIUSC307_00974_TIGGY_000_037","你、想要、格吉的水晶。<hex:02100103>格吉、很強、但你、更強！<hex:02100103>你去、收拾掉、格吉！"
56,"TEXT_GAIUSC307_00974_TODO_000_040","將黑鯊肌石放置在巢穴中的指定地點打倒現身的大胃王魔石精→獲得<hex:022811FF0A>EventItem<hex:F61E87710103>"
57,"TEXT_GAIUSC307_00974_HEDYN_000_050","哇哇哇！你這就回來了啊？！<hex:02100103>已經拿到<hex:022811FF0A>EventItem<hex:F61E87710103>了嗎？"
58,"TEXT_GAIUSC307_00974_HEDYN_000_051","哇哇哇……呃！<hex:02100103>真了不起，你居然真的拿到它了！"
59,"TEXT_GAIUSC307_00974_HEDYN_000_052","嗚哇……<hex:02100103>這上面居然沾滿了魔石精的體液……"
60,"TEXT_GAIUSC307_00974_HEDYN_000_053","不過這正好取代了絕靈體的功效，<hex:02100103>使得偏屬性水晶避免受到乙太的影響。"
61,"TEXT_GAIUSC307_00974_HEDYN_000_054","讓我來看看……<hex:02100103>幹得漂亮，呃！<hex:02100103>這正是將水屬性轉換為土屬性的水晶！"
62,"TEXT_GAIUSC307_00974_HEDYN_000_055","為了我們「零組」的將來考慮，你能不能分給我一點……<hex:02100103>不不，我在開玩笑啦……呃。"
63,"TEXT_GAIUSC307_00974_POP_MESSAGE_000","察覺到了敵人的氣息！"
