key,0,1
45,"TEXT_JOBMCH580_01710_TODO_21","空"
46,"TEXT_JOBMCH580_01710_TODO_22","空"
47,"TEXT_JOBMCH580_01710_TODO_23","空"
48,"TEXT_JOBMCH580_01710_STEPHANIVIEN_000_000","呀，<hex:022903EB0203>。<hex:02100103>看來你最近射擊技巧的鍛鍊還挺順利呀。<hex:02100103>工坊這邊的形勢卻是不太明朗……"
49,"TEXT_JOBMCH580_01710_JOYE_000_001","少爺，喬伊去向神殿騎士團本部進行了確認，<hex:02100103>目前對工坊的監視處分還沒有撤銷。"
50,"TEXT_JOBMCH580_01710_ROSTNSTHAL_000_002","而且根據神殿騎士的表現來看，<hex:02100103>對提達爾格蘭什的調查也根本就沒有展開。"
51,"TEXT_JOBMCH580_01710_STEPHANIVIEN_000_003","果然是這樣嗎……<hex:02100103>明明將證據提交給神殿騎士團的時候，<hex:02100103>負責人認同了我方是無罪的……"
52,"TEXT_JOBMCH580_01710_TEDALGRINCHE_000_004","所謂真相，都是由勝利者創造的。<hex:02100103>而勝利者，則是像我這樣擅長戰略與戰術的人。<hex:02100103>哦呵呵呵……"
53,"TEXT_JOBMCH580_01710_STEPHANIVIEN_000_005","你、你還真有臉來工坊呀。<hex:02100103>真想拆開你的測量器看看裡面是什麼構造！"
54,"TEXT_JOBMCH580_01710_TEDALGRINCHE_000_006","雖然你們「偽造」了<hex:022811FF0A>EventItem<hex:F61E8B990103>，<hex:02100103>想要給我冠上莫須有的罪名，但真相果然還是站在我這邊的……<hex:02100103>你們密謀叛亂的罪名也快要已成定局了。"
55,"TEXT_JOBMCH580_01710_STEPHANIVIEN_000_007","你說什麼？！<hex:02100103>我們明明早已證明自己的清白了！"
56,"TEXT_JOBMCH580_01710_TEDALGRINCHE_000_008","反覆變換證言的平民沒有任何可信價值。<hex:02100103>落魄的艾因哈特家將武器發給平民，在皇都內煽動騷亂……<hex:02100103>這，才是真相。"
57,"TEXT_JOBMCH580_01710_STEPHANIVIEN_000_009","可惡，我們的證言和證據全被你抹去了嗎……"
58,"TEXT_JOBMCH580_01710_TEDALGRINCHE_000_010","所謂真相，都是由勝利者創造的。<hex:02100103>需要我告訴你如何創造你想要的真相嗎，哦呵呵呵。"
59,"TEXT_JOBMCH580_01710_STEPHANIVIEN_000_011","哼，我會自己找出真相的。<hex:02100103>你最好還是在你那乾淨的小衣服被機油弄髒前快點離開這裡的好！"
60,"TEXT_JOBMCH580_01710_TEDALGRINCHE_000_012","哎呀呀，難得人家為你帶來了一件好事呢……<hex:02100103>這可是艾因哈特家證明自己愛國之心的大好機會。"
61,"TEXT_JOBMCH580_01710_TEDALGRINCHE_000_013","你們只要能在教皇廳的祭司面前，<hex:02100103>擊敗最近反覆襲擊運輸部隊的大型龍族就好了……<hex:02100103>好像是叫<hex:02280FFF09>BNpcName<hex:F210800103>吧？"
62,"TEXT_JOBMCH580_01710_STEPHANIVIEN_000_0014","<hex:02280FFF09>BNpcName<hex:F210800103>？！<hex:02100103>那可是連龍騎士團都拿它束手無策的大傢伙！"
63,"TEXT_JOBMCH580_01710_ROSTNSTHAL_000_0015","真是惡趣味的貴族……"
64,"TEXT_JOBMCH580_01710_TEDALGRINCHE_000_016","教皇廳的大人物願意將此任務改為一次對你們忠誠心的審查。<hex:02100103>做出了決定的話就來聯絡我吧，<hex:02100103>我會為你們安排好當誘餌的運輸部隊，以及作見證的祭司大人。"
65,"TEXT_JOBMCH580_01710_JOYE_000_017","少、少爺……<hex:02100103>工坊究竟會變成什麼樣子……<hex:02100103>這次真的是……"
66,"TEXT_JOBMCH580_01710_ROSTNSTHAL_000_018","我去自首說上次開槍事件是我做的吧。<hex:02100103>如果能算作我這個外來者醉酒鬧事的話，<hex:02100103>應該多少能洗脫一些密謀叛亂的嫌疑。"
67,"TEXT_JOBMCH580_01710_STEPHANIVIEN_000_019","啥？！<hex:02100103>教官你別亂說，怎麼可能讓你去做那種事？！"
68,"TEXT_JOBMCH580_01710_ROSTNSTHAL_000_020","我早過慣了船艙裡的生活，<hex:02100103>蹲個監獄對我來說也不算苦。<hex:02100103>只要能把刑期間的工錢付給我就好啦。"
69,"TEXT_JOBMCH580_01710_JOYE_000_021","喬、喬伊去拉住教官！"
70,"TEXT_JOBMCH580_01710_STEPHANIVIEN_000_022","可惡，竟然會變成這樣……<hex:02100103>怎麼辦才好……"
71,"TEXT_JOBMCH580_01710_STEPHANIVIEN_000_030","不能讓教官為工坊犧牲。<hex:02100103>看來只能接受提達爾格蘭什的審查了。"
72,"TEXT_JOBMCH580_01710_STEPHANIVIEN_000_031","但我們得先向教官證明我們有擊敗<hex:02280FFF09>BNpcName<hex:F210800103>的實力才行。"
73,"TEXT_JOBMCH580_01710_STEPHANIVIEN_000_032","我得將正在構想中的新機能實現出來。<hex:02100103>為此我需要阿巴拉提亞雲海的<hex:022811FF0A>EventItem<hex:F61E8B9A0103>。"
74,"TEXT_JOBMCH580_01710_STEPHANIVIEN_000_033","聽說那裡的瓦努族會在儀式時用到它……<hex:02100103>能請你前往瓦納溫杜部落尋找<hex:02280CFF05>EObj<hex:F61E9D020103>嗎？"
75,"TEXT_JOBMCH580_01710_STEPHANIVIEN_000_039","我得將正在構想中的新機能實現出來。<hex:02100103>為此我需要阿巴拉提亞雲海的<hex:022811FF0A>EventItem<hex:F61E8B9A0103>。"
76,"TEXT_JOBMCH580_01710_STEPHANIVIENE_000_040","我得將正在構想中的新機能實現出來。<hex:02100103>為此我需要阿巴拉提亞雲海的<hex:022811FF0A>EventItem<hex:F61E8B9A0103>。"
77,"TEXT_JOBMCH580_01710_STEPHANIVIEN_000_041","好，我馬上用它改造你的機工兵裝。<hex:02100103>改造後可以提高魔力吸收效率，追加新的機能。<hex:02100103>希望這能得到教官的認可吧……"
