key,0,1
46,"TEXT_CLSWDK530_01998_TODO_22","空"
47,"TEXT_CLSWDK530_01998_TODO_23","空"
48,"TEXT_CLSWDK530_01998_BARTHOVIEU_000_000","哦，木工師師父！<hex:02100103>我正好賺夠了錢，<hex:02100103>你趕快幫我製作一把<hex:02280DFF07>ItemHQ<hex:F229730103>吧。"
49,"TEXT_CLSWDK530_01998_BARTHOVIEU_000_001","現在我只能打倒一些下級的眷屬，拿到的報酬也少。<hex:02100103>不過總算想盡辦法湊齊了錢。"
50,"TEXT_CLSWDK530_01998_BARTHOVIEU_000_002","要是有了<hex:02280DFF07>ItemHQ<hex:F229730103>，<hex:02100103>別說上級的眷屬了，就連大型的龍族我都能幹掉……<hex:02100103>然後再一口氣獲得騎士的稱號！"
51,"TEXT_CLSWDK530_01998_BARTHOVIEU_000_003","雖然我能出的錢不多……<hex:02100103>……但還是拜託了！"
52,"TEXT_CLSWDK530_01998_BARTHOVIEU_000_010","我想要的是<hex:02280DFF07>ItemHQ<hex:F229730103>。<hex:02100103>雖然我能出的錢不多……<hex:02100103>……但還是拜託了！"
53,"TEXT_CLSWDK530_01998_BARTHOVIEU_000_011","謝謝了！這把弓真是不錯！<hex:02100103>又輕又好用！特別是這弦的張力，簡直非同凡響。<hex:02100103>這樣一來，我也能隨心所欲射出更有份量的箭了！"
54,"TEXT_CLSWDK530_01998_BARTHOVIEU_000_012","其實……我一直有個想要狩獵的獵物。<hex:02100103>是名叫狐蛇飛龍的龍族……"
55,"TEXT_CLSWDK530_01998_BARTHOVIEU_000_013","它的鱗特別堅硬，就像是穿著鋼鐵盔甲一般。<hex:02100103>別說箭了，據說連騎兵的槍都穿不透。<hex:02100103>但是，如果用這把弓的話，我一定可以把它拿下！"
56,"TEXT_CLSWDK530_01998_BARTHOVIEU_000_014","如果我能解決那種臭名昭彰的龍族，<hex:02100103>那麼就可以成為騎士，讓兒子過上好日子……<hex:02100103>對了，你能幫我把我兒子菲利帕萊叫過來嗎？"
57,"TEXT_CLSWDK530_01998_BARTHOVIEU_000_015","現在他可能正處於叛逆期吧，我叫他他都不理我……<hex:02100103>他應該在天鋼機工坊附近，像往常一樣在捕獵……<hex:02100103>抱歉麻煩你了。"
58,"TEXT_CLSWDK530_01998_BARTHOVIEU_000_020","現在他可能正處於叛逆期吧，我叫他他都不理我……<hex:02100103>他應該在天鋼機工坊附近，像往常一樣在捕獵……<hex:02100103>抱歉麻煩你了。"
59,"TEXT_CLSWDK530_01998_PHILIPALLAIS_000_030","……噓……我正在捕獵呢。<hex:02100103>我要捕捉那些為了躲避庫爾札斯的強風而飛到皇都的野鳥。"
60,"TEXT_CLSWDK530_01998_PHILIPALLAIS_000_031","不用像父親那樣拿著弓箭，<hex:02100103>設陷阱就能捕捉到足夠的獵物了。<hex:02100103>……什麼，父親在找我？"
61,"TEXT_CLSWDK530_01998_PHILIPALLAIS_000_032","反正他又要去討伐龍族了吧。<hex:02100103>每次都帶著傷回來，傷一好就又這樣……<hex:02100103>最近我不太想見父親。"
62,"TEXT_CLSWDK530_01998_PHILIPALLAIS_000_035","反正他又要去討伐龍族了吧。<hex:02100103>每次都帶著傷回來，傷一好就又這樣……<hex:02100103>最近我不太想見父親。"
63,"TEXT_CLSWDK530_01998_BARTHOVIEU_000_040","……這樣，麻煩你跑了一趟，真是不好意思。<hex:02100103>我本想在出發前看兒子一眼，看來沒辦法了。"
64,"TEXT_CLSWDK530_01998_BARTHOVIEU_000_041","好，那我就去討伐狐蛇飛龍了！<hex:02100103>我會用你製作的弓箭把那傢伙射下來的！<hex:02100103>……你就等著我的好消息吧！"
65,"TEXT_CLSWDK530_01998_SYSTEM_100_001","（未使用/預計刪除）"
66,"TEXT_CLSWDK530_01998_SYSTEM_100_002","（未使用/預計刪除）"
